beneficiary_id,name,sex,age,household_size,department,commune,vulnerability_score,registration_date
1464,Beneficiary_1464,M,32,8,Sud,Aquin,54,2/13/2025
1465,Beneficiary_1465,F,63,1,Sud,Les Cayes,69,1/18/2025
1466,Beneficiary_1466,M,50,5,Sud,Aquin,40,1/4/2025
1467,Beneficiary_1467,M,18,8,Artibonite,Dessalines,69,2/15/2025
1468,Beneficiary_1468,M,50,4,Ouest,Tabarre,79,3/16/2025
1469,Beneficiary_1469,F,24,4,Sud,Les Cayes,45,1/3/2025
1470,Beneficiary_1470,M,5,9,Ouest,Carrefour,42,2/20/2025
1471,Beneficiary_1471,F,52,9,Ouest,Carrefour,40,1/8/2025
1472,Beneficiary_1472,F,46,3,Sud,Port-Salut,46,2/24/2025
1473,Beneficiary_1473,F,40,1,Artibonite,Saint-Marc,27,2/6/2025
1474,Beneficiary_1474,F,36,8,Artibonite,Saint-Marc,0,3/13/2025
1475,Beneficiary_1475,F,31,7,Ouest,Delmas,17,2/26/2025
1476,Beneficiary_1476,F,56,7,Artibonite,Gonaives,65,1/18/2025
1477,Beneficiary_1477,M,43,3,Sud,Aquin,80,1/27/2025
1478,Beneficiary_1478,F,17,2,Artibonite,Saint-Marc,84,3/17/2025
1479,Beneficiary_1479,M,51,7,Artibonite,Gonaives,45,3/23/2025
1480,Beneficiary_1480,M,55,9,Artibonite,Saint-Marc,27,3/1/2025
1481,Beneficiary_1481,M,20,4,Sud,Aquin,37,1/24/2025
1482,Beneficiary_1482,F,25,1,Artibonite,Saint-Marc,28,2/8/2025
1483,Beneficiary_1483,F,57,9,Sud,Port-Salut,44,3/1/2025
1484,Beneficiary_1484,M,41,3,Ouest,Port-au-Prince,38,2/3/2025
1485,Beneficiary_1485,F,2,2,Artibonite,Dessalines,55,3/25/2025
1486,Beneficiary_1486,F,0,3,Sud,Port-Salut,48,3/4/2025
1487,Beneficiary_1487,M,10,1,Sud,Aquin,89,1/16/2025
1488,Beneficiary_1488,M,51,6,Artibonite,Saint-Marc,52,3/16/2025
1489,Beneficiary_1489,F,57,5,Artibonite,Dessalines,33,3/22/2025
1490,Beneficiary_1490,M,44,6,Sud,Port-Salut,53,3/7/2025
1491,Beneficiary_1491,M,39,5,Sud,Aquin,75,1/21/2025
1492,Beneficiary_1492,M,48,6,Sud,Les Cayes,55,3/1/2025
1493,Beneficiary_1493,F,5,3,Sud,Les Cayes,30,1/7/2025
1494,Beneficiary_1494,F,32,6,Artibonite,Saint-Marc,51,1/7/2025
1495,Beneficiary_1495,M,14,9,Artibonite,Saint-Marc,98,1/25/2025
1496,Beneficiary_1496,M,62,3,Sud,Les Cayes,62,3/11/2025
1497,Beneficiary_1497,F,36,5,Artibonite,Saint-Marc,45,3/29/2025
1498,Beneficiary_1498,F,17,2,Sud,Aquin,51,3/10/2025
1499,Beneficiary_1499,M,39,1,Sud,Port-Salut,25,1/18/2025
1500,Beneficiary_1500,F,41,8,Sud,Port-Salut,46,2/22/2025
1501,Beneficiary_1501,M,0,4,Artibonite,Gonaives,32,1/20/2025
1502,Beneficiary_1502,M,27,9,Sud,Les Cayes,87,3/20/2025
1503,Beneficiary_1503,M,45,7,Sud,Aquin,23,2/28/2025
1504,Beneficiary_1504,M,43,1,Ouest,Port-au-Prince,19,3/3/2025
1505,Beneficiary_1505,F,54,3,Artibonite,Saint-Marc,40,2/26/2025
1506,Beneficiary_1506,F,33,3,Sud,Aquin,76,2/8/2025
1507,Beneficiary_1507,M,11,3,Ouest,Port-au-Prince,22,3/30/2025
1508,Beneficiary_1508,F,24,3,Ouest,Delmas,70,1/27/2025
1509,Beneficiary_1509,F,7,2,Ouest,Port-au-Prince,0,1/10/2025
1510,Beneficiary_1510,F,26,1,Ouest,Carrefour,61,1/26/2025
1511,Beneficiary_1511,M,56,8,Ouest,Port-au-Prince,40,1/16/2025
1512,Beneficiary_1512,M,27,5,Artibonite,Gonaives,73,3/27/2025
1513,Beneficiary_1513,M,1,4,Ouest,Port-au-Prince,42,3/17/2025
1514,Beneficiary_1514,F,38,1,Ouest,Delmas,58,1/12/2025
1515,Beneficiary_1515,F,25,6,Ouest,Tabarre,50,1/21/2025
1516,Beneficiary_1516,M,0,9,Sud,Aquin,36,3/14/2025
1517,Beneficiary_1517,M,43,9,Ouest,Port-au-Prince,30,1/28/2025
1518,Beneficiary_1518,F,36,3,Sud,Les Cayes,58,3/10/2025
1519,Beneficiary_1519,M,28,9,Ouest,Port-au-Prince,53,3/2/2025
1520,Beneficiary_1520,M,17,8,Artibonite,Dessalines,45,3/28/2025
1521,Beneficiary_1521,F,45,7,Ouest,Delmas,53,2/24/2025
1522,Beneficiary_1522,F,24,2,Ouest,Delmas,54,2/10/2025
1523,Beneficiary_1523,M,47,9,Ouest,Carrefour,9,1/18/2025
1524,Beneficiary_1524,F,55,9,Artibonite,Saint-Marc,43,1/6/2025
1525,Beneficiary_1525,F,42,2,Ouest,Tabarre,73,2/19/2025
1526,Beneficiary_1526,F,10,8,Artibonite,Saint-Marc,35,1/29/2025
1527,Beneficiary_1527,F,29,7,Sud,Port-Salut,34,1/25/2025
1528,Beneficiary_1528,F,66,3,Ouest,Carrefour,32,1/2/2025
1529,Beneficiary_1529,M,25,7,Sud,Port-Salut,54,2/26/2025
1530,Beneficiary_1530,M,13,2,Sud,Aquin,42,1/19/2025
1531,Beneficiary_1531,M,40,3,Artibonite,Saint-Marc,43,1/9/2025
1532,Beneficiary_1532,F,33,4,Artibonite,Gonaives,39,3/18/2025
1533,Beneficiary_1533,M,7,7,Artibonite,Gonaives,56,3/5/2025
1534,Beneficiary_1534,F,66,7,Artibonite,Dessalines,50,2/15/2025
1535,Beneficiary_1535,F,39,8,Artibonite,Dessalines,63,3/7/2025
1536,Beneficiary_1536,F,12,2,Artibonite,Gonaives,84,1/16/2025
1537,Beneficiary_1537,F,38,4,Artibonite,Saint-Marc,82,3/22/2025
1538,Beneficiary_1538,M,21,1,Ouest,Port-au-Prince,86,1/9/2025
1539,Beneficiary_1539,M,48,3,Artibonite,Dessalines,61,2/18/2025
1540,Beneficiary_1540,F,39,3,Sud,Aquin,45,2/8/2025
1541,Beneficiary_1541,M,56,2,Sud,Aquin,52,3/26/2025
1542,Beneficiary_1542,F,0,4,Sud,Port-Salut,27,2/7/2025
1543,Beneficiary_1543,F,31,9,Sud,Port-Salut,56,2/3/2025
1544,Beneficiary_1544,M,33,1,Sud,Port-Salut,74,2/25/2025
1545,Beneficiary_1545,F,0,6,Ouest,Carrefour,52,2/18/2025
1546,Beneficiary_1546,M,2,1,Artibonite,Saint-Marc,65,1/23/2025
1547,Beneficiary_1547,F,33,3,Sud,Aquin,58,3/4/2025
1548,Beneficiary_1548,F,19,7,Artibonite,Gonaives,75,3/4/2025
1549,Beneficiary_1549,F,53,8,Ouest,Carrefour,61,3/13/2025
1550,Beneficiary_1550,F,32,5,Ouest,Port-au-Prince,61,3/5/2025
1551,Beneficiary_1551,F,22,5,Sud,Port-Salut,67,2/11/2025
1552,Beneficiary_1552,M,64,3,Ouest,Port-au-Prince,71,2/16/2025
1553,Beneficiary_1553,M,21,6,Artibonite,Dessalines,57,2/18/2025
1554,Beneficiary_1554,F,11,6,Ouest,Carrefour,61,2/22/2025
1555,Beneficiary_1555,M,43,4,Artibonite,Gonaives,12,1/31/2025
1556,Beneficiary_1556,M,14,2,Sud,Port-Salut,44,2/9/2025
1557,Beneficiary_1557,M,29,1,Ouest,Tabarre,25,3/10/2025
1558,Beneficiary_1558,F,42,7,Artibonite,Gonaives,55,3/14/2025
1559,Beneficiary_1559,F,31,1,Sud,Port-Salut,34,3/31/2025
1560,Beneficiary_1560,M,53,6,Artibonite,Dessalines,83,2/18/2025
1561,Beneficiary_1561,F,26,2,Sud,Port-Salut,37,3/4/2025
1562,Beneficiary_1562,F,43,8,Ouest,Delmas,42,3/6/2025
1563,Beneficiary_1563,M,32,5,Sud,Port-Salut,64,2/16/2025
1564,Beneficiary_1564,F,0,2,Artibonite,Gonaives,76,3/10/2025
1565,Beneficiary_1565,F,36,1,Ouest,Tabarre,41,2/8/2025
1566,Beneficiary_1566,M,33,2,Sud,Port-Salut,49,3/16/2025
1567,Beneficiary_1567,F,3,2,Ouest,Tabarre,79,3/14/2025
1568,Beneficiary_1568,F,35,4,Sud,Port-Salut,58,2/14/2025
1569,Beneficiary_1569,F,52,7,Ouest,Tabarre,29,3/26/2025
1570,Beneficiary_1570,M,43,7,Sud,Port-Salut,44,2/21/2025
1571,Beneficiary_1571,F,50,9,Artibonite,Dessalines,7,1/24/2025
1572,Beneficiary_1572,F,33,4,Ouest,Delmas,37,3/26/2025
1573,Beneficiary_1573,F,42,9,Sud,Port-Salut,59,3/20/2025
1574,Beneficiary_1574,M,22,9,Artibonite,Dessalines,35,1/26/2025
1575,Beneficiary_1575,M,33,4,Artibonite,Saint-Marc,32,1/20/2025
1576,Beneficiary_1576,F,50,7,Sud,Aquin,42,2/22/2025
1577,Beneficiary_1577,M,0,7,Artibonite,Gonaives,42,2/4/2025
1578,Beneficiary_1578,M,16,5,Artibonite,Dessalines,17,3/29/2025
1579,Beneficiary_1579,F,12,4,Sud,Les Cayes,52,1/15/2025
1580,Beneficiary_1580,M,58,4,Ouest,Delmas,56,2/9/2025
1581,Beneficiary_1581,F,24,7,Artibonite,Saint-Marc,59,3/24/2025
1582,Beneficiary_1582,M,26,5,Ouest,Delmas,36,1/18/2025
1583,Beneficiary_1583,F,14,9,Ouest,Tabarre,14,1/23/2025
1584,Beneficiary_1584,F,27,1,Sud,Les Cayes,53,1/8/2025
1585,Beneficiary_1585,F,33,2,Ouest,Tabarre,41,2/22/2025
1586,Beneficiary_1586,M,17,7,Artibonite,Dessalines,62,1/18/2025
1587,Beneficiary_1587,M,11,9,Ouest,Port-au-Prince,65,3/27/2025
1588,Beneficiary_1588,F,16,8,Sud,Aquin,34,1/12/2025
1589,Beneficiary_1589,F,8,6,Ouest,Port-au-Prince,39,3/16/2025
1590,Beneficiary_1590,M,52,7,Sud,Port-Salut,60,1/28/2025
1591,Beneficiary_1591,M,52,4,Ouest,Port-au-Prince,60,2/5/2025
1592,Beneficiary_1592,F,15,1,Artibonite,Saint-Marc,43,3/4/2025
1593,Beneficiary_1593,M,20,6,Sud,Port-Salut,76,3/11/2025
1594,Beneficiary_1594,M,13,5,Artibonite,Saint-Marc,67,1/19/2025
1595,Beneficiary_1595,F,51,5,Artibonite,Saint-Marc,86,1/3/2025
1596,Beneficiary_1596,M,27,1,Sud,Aquin,64,3/30/2025
1597,Beneficiary_1597,F,76,9,Sud,Les Cayes,37,2/19/2025
1598,Beneficiary_1598,F,7,2,Artibonite,Dessalines,12,3/10/2025
1599,Beneficiary_1599,F,47,1,Ouest,Carrefour,12,2/20/2025
1600,Beneficiary_1600,M,28,4,Artibonite,Saint-Marc,58,2/8/2025
1601,Beneficiary_1601,F,38,6,Ouest,Delmas,58,3/24/2025
1602,Beneficiary_1602,F,39,2,Artibonite,Gonaives,75,3/4/2025
1603,Beneficiary_1603,F,17,6,Artibonite,Dessalines,36,2/24/2025
1604,Beneficiary_1604,F,21,9,Ouest,Delmas,66,1/9/2025
1605,Beneficiary_1605,F,51,8,Artibonite,Saint-Marc,59,3/30/2025
1606,Beneficiary_1606,M,56,8,Ouest,Port-au-Prince,26,3/24/2025
1607,Beneficiary_1607,F,65,4,Ouest,Port-au-Prince,80,3/22/2025
1608,Beneficiary_1608,M,48,2,Artibonite,Saint-Marc,85,1/21/2025
1609,Beneficiary_1609,F,5,6,Ouest,Delmas,39,2/27/2025
1610,Beneficiary_1610,M,21,5,Artibonite,Dessalines,64,1/23/2025
1611,Beneficiary_1611,F,16,5,Sud,Aquin,65,1/26/2025
1612,Beneficiary_1612,F,59,3,Ouest,Carrefour,63,2/20/2025
1613,Beneficiary_1613,M,40,1,Artibonite,Dessalines,30,1/3/2025
1614,Beneficiary_1614,M,19,2,Sud,Aquin,74,3/1/2025
1615,Beneficiary_1615,M,49,1,Ouest,Tabarre,49,2/21/2025
1616,Beneficiary_1616,F,27,3,Sud,Port-Salut,9,1/12/2025
1617,Beneficiary_1617,M,15,1,Artibonite,Gonaives,88,3/9/2025
1618,Beneficiary_1618,F,11,2,Artibonite,Saint-Marc,53,1/29/2025
1619,Beneficiary_1619,M,53,5,Sud,Les Cayes,24,2/6/2025
1620,Beneficiary_1620,F,38,3,Sud,Port-Salut,68,2/25/2025
1621,Beneficiary_1621,F,35,4,Ouest,Delmas,100,2/23/2025
1622,Beneficiary_1622,M,4,1,Ouest,Carrefour,71,2/7/2025
1623,Beneficiary_1623,F,31,4,Artibonite,Gonaives,65,2/17/2025
1624,Beneficiary_1624,F,42,2,Sud,Aquin,35,1/2/2025
1625,Beneficiary_1625,F,39,7,Artibonite,Gonaives,12,3/29/2025
1626,Beneficiary_1626,F,45,5,Ouest,Carrefour,55,1/10/2025
1627,Beneficiary_1627,M,46,6,Ouest,Port-au-Prince,71,1/31/2025
1628,Beneficiary_1628,M,41,1,Artibonite,Saint-Marc,52,2/2/2025
1629,Beneficiary_1629,F,19,5,Sud,Aquin,35,2/20/2025
1630,Beneficiary_1630,M,56,9,Sud,Port-Salut,78,1/6/2025
1631,Beneficiary_1631,F,30,3,Sud,Les Cayes,50,3/6/2025
1632,Beneficiary_1632,F,18,3,Artibonite,Saint-Marc,73,1/12/2025
1633,Beneficiary_1633,F,46,3,Artibonite,Dessalines,88,2/3/2025
1634,Beneficiary_1634,M,19,3,Ouest,Tabarre,42,3/5/2025
1635,Beneficiary_1635,F,39,7,Artibonite,Dessalines,62,2/6/2025
1636,Beneficiary_1636,F,31,9,Artibonite,Dessalines,32,2/10/2025
1637,Beneficiary_1637,F,50,8,Artibonite,Gonaives,64,1/20/2025
1638,Beneficiary_1638,F,18,1,Sud,Aquin,77,1/25/2025
1639,Beneficiary_1639,M,56,3,Ouest,Port-au-Prince,52,1/5/2025
1640,Beneficiary_1640,M,36,8,Artibonite,Saint-Marc,61,2/25/2025
1641,Beneficiary_1641,M,19,8,Ouest,Carrefour,50,2/15/2025
1642,Beneficiary_1642,F,0,8,Sud,Aquin,67,3/5/2025
1643,Beneficiary_1643,M,6,6,Ouest,Delmas,80,1/12/2025
1644,Beneficiary_1644,M,29,3,Ouest,Tabarre,45,3/7/2025
1645,Beneficiary_1645,M,23,1,Artibonite,Dessalines,44,3/9/2025
1646,Beneficiary_1646,F,60,2,Sud,Les Cayes,0,2/1/2025
1647,Beneficiary_1647,M,57,6,Artibonite,Dessalines,56,1/4/2025
1648,Beneficiary_1648,M,13,7,Artibonite,Dessalines,28,2/17/2025
1649,Beneficiary_1649,F,65,3,Sud,Les Cayes,31,1/4/2025
1650,Beneficiary_1650,F,14,8,Ouest,Carrefour,72,3/22/2025
1651,Beneficiary_1651,M,41,6,Artibonite,Dessalines,31,1/6/2025
1652,Beneficiary_1652,F,38,6,Sud,Aquin,29,3/14/2025
1653,Beneficiary_1653,M,54,5,Ouest,Delmas,71,2/11/2025
1654,Beneficiary_1654,F,44,2,Ouest,Port-au-Prince,57,2/21/2025
1655,Beneficiary_1655,M,66,7,Artibonite,Gonaives,49,1/12/2025
1656,Beneficiary_1656,M,13,7,Ouest,Delmas,58,2/21/2025
1657,Beneficiary_1657,M,72,2,Artibonite,Dessalines,29,2/8/2025
1658,Beneficiary_1658,F,28,3,Artibonite,Saint-Marc,58,2/15/2025
1659,Beneficiary_1659,F,34,9,Sud,Les Cayes,30,1/26/2025
1660,Beneficiary_1660,F,55,8,Artibonite,Saint-Marc,96,2/4/2025
1661,Beneficiary_1661,F,38,2,Sud,Aquin,31,2/24/2025
1662,Beneficiary_1662,M,7,7,Artibonite,Dessalines,55,3/22/2025
1663,Beneficiary_1663,M,54,9,Artibonite,Gonaives,59,2/13/2025
1664,Beneficiary_1664,M,34,3,Artibonite,Dessalines,38,3/5/2025
1665,Beneficiary_1665,M,15,5,Sud,Aquin,66,3/1/2025
1666,Beneficiary_1666,F,51,5,Artibonite,Gonaives,19,1/20/2025
1667,Beneficiary_1667,M,63,9,Ouest,Tabarre,61,2/24/2025
1668,Beneficiary_1668,M,60,9,Artibonite,Dessalines,23,1/10/2025
1669,Beneficiary_1669,F,10,7,Ouest,Port-au-Prince,47,1/13/2025
1670,Beneficiary_1670,F,44,6,Artibonite,Dessalines,85,2/2/2025
1671,Beneficiary_1671,M,47,2,Sud,Les Cayes,45,3/26/2025
1672,Beneficiary_1672,M,16,7,Artibonite,Gonaives,74,1/6/2025
1673,Beneficiary_1673,F,17,6,Ouest,Carrefour,82,3/17/2025
1674,Beneficiary_1674,F,29,5,Sud,Port-Salut,81,2/13/2025
1675,Beneficiary_1675,M,47,2,Ouest,Delmas,47,3/19/2025
1676,Beneficiary_1676,M,25,7,Artibonite,Dessalines,43,3/10/2025
1677,Beneficiary_1677,F,42,2,Ouest,Port-au-Prince,51,1/2/2025
1678,Beneficiary_1678,F,24,7,Ouest,Carrefour,46,3/26/2025
1679,Beneficiary_1679,F,36,5,Sud,Aquin,7,3/21/2025
1680,Beneficiary_1680,F,43,5,Sud,Port-Salut,30,1/12/2025
1681,Beneficiary_1681,M,14,4,Ouest,Delmas,16,1/15/2025
1682,Beneficiary_1682,M,2,4,Ouest,Delmas,22,3/3/2025
1683,Beneficiary_1683,M,22,7,Sud,Les Cayes,89,3/22/2025
1684,Beneficiary_1684,M,25,5,Sud,Les Cayes,53,3/1/2025
1685,Beneficiary_1685,F,42,1,Ouest,Carrefour,52,1/15/2025
1686,Beneficiary_1686,F,33,8,Ouest,Delmas,26,3/2/2025
1687,Beneficiary_1687,M,61,4,Ouest,Carrefour,86,2/7/2025
1688,Beneficiary_1688,M,4,6,Sud,Port-Salut,29,1/2/2025
1689,Beneficiary_1689,F,29,8,Ouest,Carrefour,30,3/16/2025
1690,Beneficiary_1690,F,44,1,Sud,Aquin,35,3/4/2025
1691,Beneficiary_1691,F,73,4,Artibonite,Saint-Marc,73,1/8/2025
1692,Beneficiary_1692,F,38,6,Sud,Les Cayes,70,3/12/2025
1693,Beneficiary_1693,F,54,8,Ouest,Tabarre,38,1/15/2025
1694,Beneficiary_1694,F,20,8,Artibonite,Dessalines,51,3/31/2025
1695,Beneficiary_1695,M,50,5,Artibonite,Gonaives,52,1/25/2025
1696,Beneficiary_1696,F,6,4,Artibonite,Saint-Marc,33,3/6/2025
1697,Beneficiary_1697,F,33,3,Ouest,Tabarre,48,2/7/2025
1698,Beneficiary_1698,F,70,7,Sud,Aquin,22,3/28/2025
1699,Beneficiary_1699,F,44,8,Sud,Aquin,79,1/21/2025
1700,Beneficiary_1700,F,75,2,Sud,Les Cayes,41,3/27/2025
1701,Beneficiary_1701,M,43,4,Artibonite,Gonaives,61,1/21/2025
1702,Beneficiary_1702,M,38,7,Sud,Port-Salut,48,3/5/2025
1703,Beneficiary_1703,M,42,9,Artibonite,Gonaives,0,1/7/2025
1704,Beneficiary_1704,F,47,6,Ouest,Tabarre,52,3/28/2025
1705,Beneficiary_1705,M,30,2,Ouest,Delmas,90,2/13/2025
1706,Beneficiary_1706,M,22,2,Artibonite,Gonaives,41,3/13/2025
1707,Beneficiary_1707,F,70,6,Ouest,Carrefour,33,2/15/2025
1708,Beneficiary_1708,M,25,9,Ouest,Tabarre,47,3/19/2025
1709,Beneficiary_1709,M,50,8,Sud,Les Cayes,54,2/28/2025
1710,Beneficiary_1710,M,11,9,Ouest,Port-au-Prince,39,1/6/2025
1711,Beneficiary_1711,M,24,2,Sud,Les Cayes,48,1/27/2025
1712,Beneficiary_1712,F,42,8,Artibonite,Gonaives,58,3/6/2025
1713,Beneficiary_1713,M,3,3,Artibonite,Dessalines,71,3/24/2025
1714,Beneficiary_1714,M,39,2,Artibonite,Saint-Marc,77,1/26/2025
1715,Beneficiary_1715,M,42,4,Artibonite,Saint-Marc,72,3/2/2025
1716,Beneficiary_1716,M,43,2,Artibonite,Saint-Marc,76,2/4/2025
1717,Beneficiary_1717,F,44,6,Artibonite,Dessalines,48,3/22/2025
1718,Beneficiary_1718,M,75,9,Sud,Les Cayes,67,2/23/2025
1719,Beneficiary_1719,F,45,7,Ouest,Delmas,24,2/22/2025
1720,Beneficiary_1720,F,11,1,Artibonite,Dessalines,55,2/26/2025
1721,Beneficiary_1721,M,37,2,Ouest,Port-au-Prince,37,2/13/2025
1722,Beneficiary_1722,M,37,7,Artibonite,Saint-Marc,81,1/8/2025
1723,Beneficiary_1723,M,47,1,Artibonite,Gonaives,27,3/22/2025
1724,Beneficiary_1724,F,32,7,Sud,Aquin,33,2/21/2025
1725,Beneficiary_1725,F,28,6,Sud,Aquin,41,2/14/2025
1726,Beneficiary_1726,M,26,7,Ouest,Tabarre,24,2/27/2025
1727,Beneficiary_1727,F,32,6,Sud,Les Cayes,38,3/25/2025
1728,Beneficiary_1728,F,0,2,Artibonite,Gonaives,91,1/5/2025
1729,Beneficiary_1729,F,54,3,Sud,Port-Salut,42,3/8/2025
1730,Beneficiary_1730,M,35,2,Sud,Port-Salut,26,3/7/2025
1731,Beneficiary_1731,F,65,3,Sud,Port-Salut,87,1/3/2025
1732,Beneficiary_1732,M,37,5,Ouest,Tabarre,70,2/24/2025
1733,Beneficiary_1733,M,38,6,Sud,Les Cayes,23,2/3/2025
1734,Beneficiary_1734,F,27,2,Sud,Aquin,52,1/7/2025
1735,Beneficiary_1735,F,26,5,Sud,Les Cayes,45,3/15/2025
1736,Beneficiary_1736,F,33,6,Sud,Les Cayes,48,1/31/2025
1737,Beneficiary_1737,M,35,6,Sud,Aquin,28,2/8/2025
1738,Beneficiary_1738,M,22,7,Artibonite,Dessalines,24,3/8/2025
1739,Beneficiary_1739,M,52,6,Sud,Les Cayes,7,3/8/2025
1740,Beneficiary_1740,F,55,8,Sud,Les Cayes,77,1/13/2025
1741,Beneficiary_1741,F,29,2,Ouest,Carrefour,0,1/12/2025
1742,Beneficiary_1742,M,28,8,Ouest,Carrefour,48,1/28/2025
1743,Beneficiary_1743,F,16,9,Artibonite,Gonaives,39,2/21/2025
1744,Beneficiary_1744,F,62,5,Sud,Aquin,63,3/16/2025
1745,Beneficiary_1745,F,18,8,Artibonite,Dessalines,18,3/30/2025
1746,Beneficiary_1746,F,29,3,Artibonite,Dessalines,45,1/19/2025
1747,Beneficiary_1747,F,43,8,Sud,Les Cayes,39,1/17/2025
1748,Beneficiary_1748,M,44,4,Sud,Aquin,88,2/28/2025
1749,Beneficiary_1749,M,49,9,Artibonite,Gonaives,49,2/17/2025
1750,Beneficiary_1750,M,31,2,Ouest,Carrefour,42,2/17/2025
1751,Beneficiary_1751,M,56,9,Sud,Port-Salut,37,1/20/2025
1752,Beneficiary_1752,F,35,6,Ouest,Tabarre,51,2/8/2025
1753,Beneficiary_1753,M,25,3,Artibonite,Saint-Marc,22,1/19/2025
1754,Beneficiary_1754,M,40,5,Sud,Port-Salut,48,2/6/2025
1755,Beneficiary_1755,F,44,1,Ouest,Delmas,39,1/16/2025
1756,Beneficiary_1756,M,56,1,Sud,Port-Salut,32,2/23/2025
1757,Beneficiary_1757,F,65,8,Artibonite,Dessalines,15,2/13/2025
1758,Beneficiary_1758,M,42,3,Artibonite,Saint-Marc,59,3/6/2025
1759,Beneficiary_1759,F,20,8,Sud,Port-Salut,58,1/20/2025
1760,Beneficiary_1760,M,58,7,Sud,Port-Salut,5,2/19/2025
1761,Beneficiary_1761,F,44,9,Ouest,Carrefour,0,1/6/2025
1762,Beneficiary_1762,F,17,2,Sud,Port-Salut,82,1/22/2025
1763,Beneficiary_1763,F,24,9,Sud,Les Cayes,26,3/24/2025
1764,Beneficiary_1764,M,31,9,Ouest,Port-au-Prince,91,3/15/2025
1765,Beneficiary_1765,F,2,9,Ouest,Delmas,28,1/3/2025
1766,Beneficiary_1766,M,61,5,Ouest,Delmas,87,1/27/2025
1767,Beneficiary_1767,M,33,9,Ouest,Carrefour,25,3/19/2025
1768,Beneficiary_1768,M,72,8,Artibonite,Saint-Marc,81,1/3/2025
1769,Beneficiary_1769,M,47,7,Artibonite,Saint-Marc,33,1/4/2025
1770,Beneficiary_1770,F,34,5,Sud,Port-Salut,46,1/12/2025
1771,Beneficiary_1771,M,40,5,Ouest,Port-au-Prince,79,1/19/2025
1772,Beneficiary_1772,M,50,3,Ouest,Tabarre,28,2/9/2025
1773,Beneficiary_1773,M,59,1,Artibonite,Dessalines,56,3/20/2025
1774,Beneficiary_1774,M,47,1,Artibonite,Gonaives,79,2/8/2025
1775,Beneficiary_1775,F,14,3,Artibonite,Gonaives,49,2/22/2025
1776,Beneficiary_1776,F,25,2,Artibonite,Saint-Marc,18,1/7/2025
1777,Beneficiary_1777,M,41,8,Ouest,Delmas,100,3/7/2025
1778,Beneficiary_1778,M,1,5,Sud,Port-Salut,49,1/8/2025
1779,Beneficiary_1779,F,46,2,Artibonite,Saint-Marc,52,3/3/2025
1780,Beneficiary_1780,M,32,1,Ouest,Carrefour,24,2/4/2025
1781,Beneficiary_1781,M,39,4,Sud,Aquin,34,3/13/2025
1782,Beneficiary_1782,F,0,7,Sud,Les Cayes,73,2/27/2025
1783,Beneficiary_1783,M,52,6,Ouest,Delmas,51,3/11/2025
1784,Beneficiary_1784,F,39,9,Ouest,Delmas,71,2/27/2025
1785,Beneficiary_1785,F,39,5,Ouest,Port-au-Prince,68,3/25/2025
1786,Beneficiary_1786,M,29,8,Ouest,Port-au-Prince,76,2/4/2025
1787,Beneficiary_1787,F,40,6,Sud,Port-Salut,53,3/22/2025
1788,Beneficiary_1788,M,12,3,Ouest,Tabarre,55,3/10/2025
1789,Beneficiary_1789,F,20,2,Sud,Les Cayes,37,2/20/2025
1790,Beneficiary_1790,M,20,9,Sud,Les Cayes,28,2/5/2025
1791,Beneficiary_1791,F,73,6,Artibonite,Gonaives,76,3/23/2025
1792,Beneficiary_1792,F,69,5,Artibonite,Dessalines,25,2/1/2025
1793,Beneficiary_1793,F,36,4,Sud,Port-Salut,24,2/28/2025
1794,Beneficiary_1794,M,22,3,Sud,Port-Salut,31,3/24/2025
1795,Beneficiary_1795,M,57,1,Ouest,Carrefour,42,3/28/2025
1796,Beneficiary_1796,F,54,7,Ouest,Carrefour,62,3/10/2025
1797,Beneficiary_1797,M,76,8,Ouest,Port-au-Prince,20,3/28/2025
1798,Beneficiary_1798,F,57,6,Ouest,Tabarre,72,2/19/2025
1799,Beneficiary_1799,M,17,8,Ouest,Port-au-Prince,70,2/17/2025
1800,Beneficiary_1800,M,41,4,Ouest,Carrefour,45,1/3/2025
1801,Beneficiary_1801,F,20,4,Artibonite,Dessalines,35,1/12/2025
1802,Beneficiary_1802,F,71,4,Sud,Aquin,50,1/30/2025
1803,Beneficiary_1803,M,49,5,Artibonite,Saint-Marc,34,3/5/2025
1804,Beneficiary_1804,M,20,1,Sud,Aquin,71,1/26/2025
1805,Beneficiary_1805,M,10,5,Sud,Port-Salut,41,3/14/2025
1806,Beneficiary_1806,M,35,9,Sud,Port-Salut,52,1/25/2025
1807,Beneficiary_1807,M,31,2,Sud,Aquin,57,3/17/2025
1808,Beneficiary_1808,M,47,5,Ouest,Port-au-Prince,64,3/14/2025
1809,Beneficiary_1809,M,17,1,Ouest,Tabarre,44,3/30/2025
1810,Beneficiary_1810,F,56,9,Sud,Aquin,67,2/28/2025
1811,Beneficiary_1811,M,10,6,Ouest,Carrefour,57,2/25/2025
1812,Beneficiary_1812,M,0,9,Artibonite,Saint-Marc,50,3/1/2025
1813,Beneficiary_1813,M,69,4,Artibonite,Saint-Marc,31,1/7/2025
1814,Beneficiary_1814,F,19,6,Artibonite,Saint-Marc,65,1/1/2025
1815,Beneficiary_1815,F,7,2,Artibonite,Gonaives,37,3/15/2025
1816,Beneficiary_1816,F,45,2,Ouest,Delmas,37,2/1/2025
